UniversityID,Country,State/Province,BuildingID,BuildingName,Size,Type,BuiltYear,FCI (facility condition index),CRV (current replacement value),DMC (deferred maintenance cost),SystemCode,SystemDescription,SubsystemCode,SubsystemDescription,DescriptiveCode,ComponentDescription,WOID,WODescription,WOPriority,WOStartDate,WOEndDate,WODuration,PPM/UPM,LaborCost,MaterialCost,OtherCost,TotalCost,LaborHours,MinTemp.(°C),MaxTemp.(°C),Atmospheric pressure(hPa),Humidity(%),WindSpeed(m/s),WindDegree,Precipitation(mm),Snow(mm),Cloudness(%)
11,USA,Oklahoma,35,STUDENT UNION,,,1948.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050FCU,Fan Coil Unit,20-0399461,ATHERTON HOTEL FAN COIL UNIT [STUDENT UNION] FAN COIL UNIT ATHERTON HOTEL 35 ROOM 418 PROPERTY 0035 STUDENT UNION,,2020-01-01,,,PPM,0.0,0.0,,0.0,0.0,4.223333333333334,7.805833333333333,1004.25,46.375,5.529166666666668,,0.0,0.0,
11,USA,Oklahoma,54,SCOTT HALL,,,1962.0,,,,D20,Plumbing,D2040,Rain Water Drainage,D2040SMP,Sump Pump,18-0294549,SCOTT HALL 0054 SUMP PUMP [SCOTT HALL] SEWER LIFT PUMP  01 ROOM 000A PROPERTY 0054 SCOTT HALL,,2018-03-23,,,PPM,50.85,0.0,,50.85,2.0,18.56041666666666,20.360833333333336,1013.7083333333334,51.0,6.483333333333334,,0.0,0.0,
11,USA,Oklahoma,55,PARKER HALL,,,1962.0,,,,D30,HVAC,D3030,Cooling Generation Systems,D3030CHP,Chilled Water Primary Pump,18-0300332,PARK-BUILDING PARKER HALL: CHECK CHILLED WATER PUMP. IT WAS MAKING A LOT OF NOISE *OPENED PER TAH 5/2,,2018-05-02,,,UPM,84.58,0.0,,84.58,2.0,23.65416666666667,25.22874999999999,1011.625,66.66666666666667,7.707500000000002,,0.55,0.0,
11,USA,Oklahoma,249,MORSANI-SMITH HALL,,,2001.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010CKR,Cooking Range,16-0158032,MORSM-203A RESIDENT STATES THAT THE BURNERS ARE NOT WORKING ON HER STOVE. PLEASE TEND TO. URGENT. D:C:D: 8.10.15,,2015-08-10,,,PPM,0.0,0.0,,0.0,0.0,27.56583333333333,30.352500000000003,1013.8333333333334,61.04166666666666,3.0250000000000004,,0.88,0.0,
11,USA,Oklahoma,284,MULTIMODAL TRANSPORTATION TERMINAL,,,2009.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050ACO,Air Conditioner,17-0209541,"0284MTT- AC IS NOT WORKING, IT IS 80 DEGREES AND GETTING HOTTER.",,2016-08-12,,,UPM,144.83,62.42,,207.25,3.5,27.336250000000003,30.29333333333332,1010.8333333333334,65.79166666666667,3.4916666666666667,,3.65,0.0,
11,USA,Oklahoma,255,ZINK-ALLEN HALL,,,2001.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,16-0177581,ALLEN-BUILDING ALLEN-BETWEEN 1ST AND 2ND LANDING A LIGHT IS BURNT OUT  IN THE INDOOR EMERGENCY STAIRWAY.  D.C.D> 1/07/16,,2016-01-04,,,PPM,0.0,0.0,,0.0,0.0,-0.8016666666666669,1.3291666666666668,1028.8333333333333,77.08333333333333,2.712500000000001,,0.0,0.0,
11,USA,Oklahoma,47,ROBERT M. KERR FOOD & AGRICULTURAL PRODUCTS CENTER,,,1997.0,,,,D20,Plumbing,D2090,Other Plumbing Systems,D2090RVO,Reverse Osmosis/Deionized Water System,17-0224940,MEP-MECHANICAL HVAC WEEKLY REVERSE OSMOSIS INSPECTION [ROBERT M. KERR FOOD & AGRICULTURAL PRODUCTS CENTER] REVERSE OSMOSIS UNIT ATTIC OF FAPC,,2016-11-21,,,PPM,20.69,0.0,,20.69,0.5,9.205416666666668,11.692499999999995,1017.1666666666666,48.04166666666666,4.062500000000001,,0.0,0.0,
11,USA,Oklahoma,78,FACILITIES MANAGEMENT NORTH,,,1971.0,,,,D40,Fire Protection,D4010,Sprinklers,D4010FSS,Fire Sprinkler System,17-0233372,FACILITIES MANAGEMENT NORTH 0078 ANNUAL FIRE SPRINKLER RISER [FACILITIES MANAGEMENT NORTH] SPRINKLER RISER #1 106A PROPERTY 0078 PHYSICAL PLANT SERVICES NORTH,,2017-02-01,,,PPM,10.35,0.0,,10.35,0.25,7.756666666666665,9.593750000000002,1014.0416666666666,52.708333333333336,5.652083333333334,,0.0,0.0,
3,USA,Alaska,SW912,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010DRF,Drinking Fountain,UAF17-0017320,SCHAIBLE HSE - WATER FILTERS SEMIANN,4-PLANNED,2017-02-06 08:44:13.397,,,PPM,158.0,0.0,0.0,158.0,2.0,-25.78625,-20.34875,1019.9583333333334,78.95833333333333,0.4066666666666667,52.5,0.0,0.0,26.625
11,USA,Oklahoma,158,PROSSER APARTMENTS - UNIT N-22,,,1957.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020FUR,"Furnace, Gas/Oil/Electric",21-0441229,PROSSER APARTMENTS - UNIT N-22 0158 FURNACE QUARTERLY [PROSSER APARTMENTS - UNIT N-22] FURNACE APT. 212 PROSSER APARTMENTS - UNIT N-22,,2020-11-13,,,PPM,10.59,0.0,,10.59,0.25,5.2250000000000005,8.16625,1022.875,66.58333333333333,3.670833333333332,,0.0,0.0,
3,USA,Alaska,FS758,,,,,,,,C10,Interior Construction,C1040,Interior Windows,C1040INW,General Interior Windows,UAF18-0014074,HESS VILLAGE 758H: WINDOW IN THE LIVING ROOM HAS A CRACK AND LARGE CHIP. RESIDENT MOVES IN ON DECEMBER 15.,3-EXPEDITED,2017-12-07 09:32:37.803,,,UPM,197.5,0.0,0.0,197.5,2.5,-11.741666666666667,-5.000833333333333,1013.5416666666666,90.45833333333331,1.8425,61.66666666666666,0.0,0.0,61.375
3,USA,Alaska,FS612,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AFT,Air Filters,UAF19-0009614,WHITAKER AIR FTRS WK14,4-PLANNED,2018-10-01 08:54:55.857,,,PPM,158.0,69.05,0.0,227.05,2.0,3.943333333333333,9.522916666666664,1018.0,49.41666666666666,2.40125,33.75,0.0,0.0,4.958333333333333
11,USA,Oklahoma,57,AGRICULTURE,,,1957.0,,,,D20,Plumbing,D2090,Other Plumbing Systems,D2090RVO,Reverse Osmosis/Deionized Water System,17-0228973,MEP-MECHANICAL HVAC WEEKLY REVERSE OSMOSIS INSPECTION [AGRICULTURE] RO UNIT IN THE ATTIC OF AG HALL,,2017-01-02,,,PPM,0.0,0.0,,0.0,0.0,12.824583333333337,14.534583333333336,1007.75,79.83333333333333,4.601249999999999,,0.83,0.0,
2,USA,California,53,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,PAGE20196814,PLUMBING DRAIN STOPPAGE,2-URGENT,2020-01-06 14:47:00,,0.0,UPM,64.96,45.0,,109.96,2.03,11.740416666666668,16.567916666666665,1023.5416666666666,46.875,3.330833333333334,33.125,0.0,0.0,1.0
2,USA,California,27,,,,,,,,B30,Roofing,B3010,Roof Converings,B3010COR,Concrete Roof,KRK_LAB19141345,ROOF: RAIN LEAK,2-URGENT,2019-01-23 07:38:00,,0.0,UPM,522.58,0.0,,522.58,9.86,9.129583333333334,14.820000000000002,1025.25,35.875,2.335416666666667,122.625,0.5,0.0,1.0
11,USA,Oklahoma,41,NORTH CLASSROOM,,,2009.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0229054,"CLBN: AHU 1N IS NOT RESPONDING TO THE SPECIAL EVENT SCHEDULE, NOR IS IT RESPONDING TO THE REGULAR SCHEDULE. UNIT WILL NOT TURN OFF. **OPENED PER FRED CAUSLEY 01/03/17**",,2017-01-03,,,UPM,0.0,0.0,,0.0,0.0,3.8312500000000025,6.41,1015.4583333333334,75.20833333333333,5.377083333333334,,0.1,0.0,
11,USA,Oklahoma,259,PATCHIN-JONES HALL,,,2000.0,,,,D10,Conveying,D1010,Elevators & Lifts,D1010ELH,Elevator Hydraulic,18-0300290,"PATCH-BUILDING PATCHIN: WHEN ELEVATOR DOORS OPEN ON 2ND FLOOR, THEY SLAM OPEN. ATTN: CHERYL FOSTER.",,2018-05-02,,,PPM,42.29,0.0,,42.29,1.0,23.65416666666667,25.22874999999999,1011.625,66.66666666666667,7.707500000000002,,0.55,0.0,
3,USA,Alaska,FS652,,,,,,,,F20,"Selective Building Demolition 
",F2020,Hazardous Components Abatement,F2020HCA,General Hazardous Components Abatement,UAF13-0022387,"ADMIN SERVICES RM 206: INSTALL LARGE MAGAZINE RACK (16 SLOTS) INSTALLED IN THE VCAS CONFERENCE ROOM. INSTALL ON NE WALL LEFT OF MONITOR.  RACK ARRIVES MARCH 26TH_x000D_
**BILLABLE**_x000D_
4-1-13 SHEET ROCK AND JOINT COMPOUND DOES NOT CONTAIN ASBESTOS.B.CHRISMAN NOTI",4-PLANNED,2013-03-14 13:45:20.533,,,PPM,228.0,0.0,0.0,228.0,3.0,-17.886666666666667,-6.731249999999999,1022.75,44.375,5.849999999999999,147.16666666666666,0.0,0.0,25.875
11,USA,Oklahoma,73,INSTITUTE FOR TEACHING AND LEARNING EXCELLENCE,,,1983.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050FCU,Fan Coil Unit,21-0453031,"0073-ITLE-136 ASSET 24187 FCU03 NEEDS THE MOTOR REPLACED.   ASSIGN TO ZONE 2 ROUTINE REQUISITION 141190895,",,2021-02-25,,,PPM,280.95,131.96,,412.91,6.25,4.312499999999999,6.702083333333334,1025.75,59.875,4.9425,,0.0,0.0,
3,USA,Alaska,FS903,,,,,,,,C10,Interior Construction,C1040,Interior Windows,C1040INW,General Interior Windows,UAF18-0015520,ELVEY 608A: REPAIR A STRIP OF (VINYL?) SURFACE TRIM (LIKE A COUNTERTOP SURFACE) COVERING THE EDGE OF ONE OF THE WINDOW SILLS IN THIS OFFICE THAT HAS COME UNGLUED AND IS HANGING LOOSE.,3-EXPEDITED,2018-01-05 15:00:28.027,,,UPM,592.5,50.95,0.0,643.45,7.5,-20.35333333333333,-10.114583333333332,1013.0,84.54166666666667,1.757083333333333,35.833333333333336,0.0,0.0,18.45833333333333
11,USA,Oklahoma,182,STEVENS APARTMENTS - UNIT S-90,,,1964.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050ACO,Air Conditioner,21-0454305,"STEVENS APARTMENTS - UNIT S-90 0182 WINDOW UNIT [STEVENS APARTMENTS - UNIT S-90] WU WINDOW UNIT LIVING ROOM, APT. 107 STEVENS APARTMENTS - UNIT S-90",,2021-03-04,,,PPM,21.18,0.0,,21.18,0.5,11.390416666666663,15.205416666666665,1016.9166666666666,48.333333333333336,4.774583333333334,,0.0,0.0,
11,USA,Oklahoma,46,ADVANCED TECHNOLOGY RESEARCH CENTER,,,1997.0,,,,D40,Fire Protection,D4010,Sprinklers,D4010PAF,Pipe & Fittings,17-0206160,FIRE SPRINKLER RISER DRY PIPE/PREACTION MONTHLY INSPECTION AND TEST [ADVANCED TECHNOLOGY RESEARCH CENTER] DRY PIPE #3 400C PROPERTY 0046 ADVANCED TECHNOLOGY RESEARCH CENTER,,2016-07-29,,,PPM,41.38,0.0,,41.38,1.0,23.36708333333333,25.790000000000006,1015.375,76.0,3.37875,,11.33,0.0,
11,USA,Oklahoma,9,DONALD W. REYNOLDS SCHOOL OF ARCHITECTURE,,,1919.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050FCU,Fan Coil Unit,20-0385631,ARCHITECTURE 0009 FAN COIL UNIT [DONALD W. REYNOLDS SCHOOL OF ARCHITECTURE] FCU FAN COIL UNIT FCU 18 PROPERTY 0009 ARCHITECTURE 170C,,2019-09-27,,,PPM,42.19,0.0,,42.19,1.0,25.59625,28.08041666666666,997.3333333333334,62.91666666666666,6.220833333333332,,0.0,0.0,
11,USA,Oklahoma,245,MCPHERSON HALL,,,2001.0,,,,D50,Electrical,D5030,Communications & Security,D5030FHS,Fire Alarm Horn & Strobe,21-0459880,P2 - 0245MCPHERSON HALL - PRIORITY 2 FIRE ALARM,,2021-04-21,,,UPM,45.98,0.0,,45.98,1.0,4.83375,7.508333333333333,1025.5,57.083333333333336,2.609166666666667,,0.0,0.0,
2,USA,California,338,,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,504CAT19171959,"PAINT: PATCH/PAINT WALLS, CEILINGS, FLOORS",4-ROUTINE,2019-08-29 07:09:00,,0.0,UPM,68.6,0.0,,68.6,1.4,22.344166666666663,26.370416666666674,1013.375,65.25,2.1633333333333336,155.20833333333334,0.0,0.0,1.0
11,USA,Oklahoma,34,STOUT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",20-0419054,STOUT HALL 0034 AIR HANDLERS [STOUT HALL] AH AIR HANDLER 115  ROOM 273 PROPERTY 0034 STOUT HALL,,2020-06-12,,,PPM,4.24,0.0,,4.24,0.1,23.73458333333333,26.88416666666667,1014.3333333333334,45.41666666666666,4.320833333333334,,0.6900000000000001,0.0,
11,USA,Oklahoma,264,UNIVERSITY COMMONS WEST,,,2015.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",21-0444598,UNIVERSITY COMMONS WEST 0264 AIR HANDLERS [UNIVERSITY COMMONS WEST] AIR HANDLER WEST COMMS 0264 ROOM 342,,2020-12-14,,,PPM,12.34,0.0,,12.34,0.4,-3.6658333333333335,-1.8629166666666668,1025.9166666666667,85.08333333333333,2.9041666666666672,,0.0,0.0,
3,USA,Alaska,FS310,,,,,,,,D30,HVAC,D3020,Heat Generation Systems,D3020CRS,Condensate Receiver Station,UAF20-0017277,LIBRARY 200U7:  REPAIR CONDENSATE RECEIVER 1. (PLUMBING AND ELECTRICAL).,4-PLANNED,2020-01-17 12:05:08.677,,,PPM,1365.0,640.2,0.0,2005.2,17.5,-31.88875,-14.90708333333333,1022.3333333333334,75.04166666666667,0.3,23.33333333333333,0.0,0.0,4.166666666666667
11,USA,Oklahoma,65,DRUMMOND HALL,,,1966.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,16-0199312,DRUM-0613A KEY SHOP: URGENT: DRUM-613:  PLEASE DO A LOCK CHANGE ON THE DOOR OF THIS SHARED LIVING SPACE. PLEASE MAKE 3 NEW ROOM KEYS THAT WORK ON THE DOOR. PLEASE DELIVER THE NEW KEYS TO THE BRUMLEY OFFICE. WE ARE NEEDING THIS COMPLETE [SEE WO EXTRA DESC],,2016-06-09,,,UPM,23.49,6.15,,29.64,0.75,24.7375,27.37833333333333,1013.6666666666666,61.54166666666666,5.300416666666668,,0.0,0.0,
11,USA,Oklahoma,60,WENTZ HALL,,,1964.0,,,,,Unclassified,,Unclassified,,Unclassified,19-0322295,WENTZ-0727A WENTZ 727 - PEST CONTROL: INSPECT AND TREAT FOR BED BUGS. PEST CONTROL IS ALREADY AWARE.,,2018-08-27,,,PPM,61.62,0.0,,61.62,2.0,28.271666666666665,30.734583333333333,1011.7916666666666,56.375,7.404166666666669,,0.0,0.0,
11,USA,Oklahoma,156,PROSSER APARTMENTS - UNIT N-28,,,1957.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020FUR,"Furnace, Gas/Oil/Electric",21-0452211,PROSSER APARTMENTS - UNIT N-28 0156 FURNACE QUARTERLY [PROSSER APARTMENTS - UNIT N-28] FURNACE APT. 109 PROSSER APARTMENTS - UNIT N-28,,2021-02-19,,,PPM,10.59,0.0,,10.59,0.25,-10.661250000000004,-6.096666666666668,1031.0416666666667,73.33333333333333,2.1500000000000004,,0.0,0.0,
11,USA,Oklahoma,3,BARTLETT CENTER FOR THE VISUAL ARTS,,,1910.0,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,21-0429115,"AC IS LEAKING INTO THE FACULTY OFFICE OF TING WANG, 306 B.",,2020-08-18,,,UPM,66.12,0.0,,66.12,1.5,23.17125,26.62916666666666,1018.5833333333334,63.41666666666666,2.4541666666666675,,0.0,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",21-0438391,BENNETT HALL 0038 CENTER AIR HANDLERS [BENNETT HALL] AH AIR HANDLER AH 66 ROOM C0323 FLOOR 3 PROPERTY 0038 BENNETT HALL,,2020-10-22,,,PPM,10.59,0.0,,10.59,0.25,23.39625,25.35708333333333,1011.0,66.125,7.375000000000003,,0.0,0.0,
11,USA,Oklahoma,120,BRUMLEY APARTMENTS - UNIT E2,,,1961.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010APP,Appliances,18-0288884,120-BUILDING URGENT: PRIORITY ESCALATED: 120 - COMMUNITY CENTER - REFRIGERATOR DOES NOT GET COLD AND THERE IS WATER ON THE SHELF. (CRISPER SHELF??)  PLEASE REPAIR/REPLACE.  DCD: 2/8/2018,,2018-02-08,,,UPM,28.81,0.0,,28.81,0.75,0.7041666666666669,3.762916666666667,1028.5833333333333,50.91666666666666,2.861666666666667,,0.0,0.0,
11,USA,Oklahoma,264,UNIVERSITY COMMONS WEST,,,2015.0,,,,D50,Electrical,D5030,Communications & Security,D5030FHS,Fire Alarm Horn & Strobe,19-0336581,0264 WCOM - PRIORITY 2 FIRE ALARM,,2018-11-28,,,UPM,44.62,0.0,,44.62,1.0,4.219166666666666,6.603749999999999,1012.0,60.833333333333336,3.47,,0.0,0.0,
2,USA,California,21,,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,MUDD_SO19171212,"LOCK: ISSUE WITH KNOB, LOCK, LATCH, CLOSURE",4-ROUTINE,2019-08-09 14:47:00,,0.0,UPM,75.36,0.0,,75.36,1.57,20.465,24.48,1011.7916666666666,61.66666666666666,2.25375,158.29166666666666,0.0,0.0,5.041666666666667
3,USA,Alaska,FS306,,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,UAF19-0008677,"STANDBY: DUCKERING: HALL WAY DOOR NEAR ELEVATOR #2 NOT OPENING AND CLOSING CORRECTLY, DRAGGING ON FLOOR. _x000D_
COMPLETION NEEDED TO REPLACE DOOR AND HARDWARE.",2-URGENT,2018-09-24 16:50:38.530,,,UPM,493.75,0.0,0.0,493.75,6.25,6.053333333333335,8.895416666666666,1006.0833333333334,91.91666666666669,1.84375,58.75,2.28,0.0,73.75
11,USA,Oklahoma,44287,UNIVERSITY HEALTH SERVICES GREENSPACE AND SIDEWALKS,,,,,,,E10,Equipment,E1090,Other Equipment,E1090OEQ,General Other Equipment,17-0236192,WEEDEATERS  00622 NEEDS SERVICE LMZ4 EMERSON,,2017-02-22,,,PPM,18.13,0.0,,18.13,0.5,12.229583333333332,16.312499999999996,1010.6666666666666,59.708333333333336,1.8533333333333333,,0.0,0.0,
11,USA,Oklahoma,114,FIRE PUBLICATIONS AND TRAINING,,,1975.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020ELP,Emergency Lighting Pack,21-0464807,CT-MEP LIFE SAFETY MONTHLY EMERGENCY EGRESS LIGHT TEST [FIRE PUBLICATIONS AND TRAINING] FIRE PUBLICATIONS AND TRAINING,,2021-05-28 00:00:00,,,PPM,0.0,0.0,,0.0,0.0,17.3725,19.07916666666666,1015.1666666666666,81.0,3.7920833333333337,,9.36,0.0,
2,USA,California,74,,,,,,,,E10,Equipment,E1020,Institutional Equipment,E1020LEH,Laboratory Exhaust Hood,BKMNINS18128629,GENERAL MATERIAL CONDITION: WORK PERFORMED ON EQUIPMENT OR A PROPERTY,5-PM CRITICAL,2018-10-26 11:27:00,,0.0,PPM,72.39,11.89,,84.28,1.27,19.279166666666665,22.38583333333333,1016.0416666666666,59.333333333333336,1.8400000000000003,122.16666666666669,0.0,0.0,1.0
11,USA,Oklahoma,3,BARTLETT CENTER FOR THE VISUAL ARTS,,,1910.0,,,,D30,HVAC,D3040,Distribution Systems,D3040EXH,Exhaust Fan,20-0413565,BARTLETT 0003 EXHAUST FAN [BARTLETT CENTER FOR THE VISUAL ARTS] EF EXHAUST FAN EF 17 PROPERTY BARTLETT CENTER FOR THE VISUAL ARTS 0003 ATEC,,2020-04-10,,,PPM,21.1,0.0,,21.1,0.5,10.907916666666669,12.828333333333331,1012.5833333333334,37.625,3.5708333333333333,,0.0,0.0,
11,USA,Oklahoma,166,WILLIAMS APARTMENTS - UNIT N-14,,,1957.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020REC,Receptacle,17-0231745,014-010A 014-010:  THE BEDROOM IN FRONT OF THE BATHROOM:  THE OUTLET BELOW THE WINDOW IS DIFFICULT TO INSERT A PLUG.  PLEASE INSPECT AND REPAIR/REPLACE THE OUTLET.  D:C:D: 1/24/2017,,2017-01-23,,,UPM,36.43,2.65,,39.08,1.0,4.964583333333333,7.1000000000000005,1012.4166666666666,65.08333333333333,2.6912500000000006,,0.0,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",18-0277143,BENNETT HALL 0038 CENTER AIR HANDLERS [BENNETT HALL] AH AIR HANDLER 41 ROOM C0226 FLOOR 2 PROPERTY 0038 BENNETT HALL,,2017-11-10,,,PPM,12.71,0.0,,12.71,0.5,7.88,10.0825,1024.75,65.625,3.407083333333334,,0.0,0.0,
11,USA,Oklahoma,8,CEAT ENDEAVOR LAB,,,,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,21-0422856,WE HAVE WATER LEAKING FROM FLOOR ABOVE AGAIN. LAST TIME THIS WAS FROM A JANITORS WASH BASIN.  THANKS FOR YOUR HELP!,,2020-07-13,,,UPM,220.36,0.0,,220.36,5.0,24.40041666666666,27.46125,1011.0,72.70833333333333,4.3625,,5.6,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",18-0278588,BENNETT HALL 0038 WEST AIR HANDLERS [BENNETT HALL] AH AIR HANDLER AH 71 ROOM W0337 FLOOR 3 PROPERTY 0038 BENNETT HALL,,2017-11-27,,,PPM,3.84,0.0,,3.84,0.1,12.8675,15.9,1016.8333333333334,55.5,4.693333333333334,,0.0,0.0,
11,USA,Oklahoma,670,WATER PLANT,,,1966.0,,,,D20,Plumbing,D2099,General,D2099PPM,Planned Preventive Maintenance,20-0399624,INSTRUMENT TECHNICIAN INSPECTION OF AMMONIA AND CHLORINE MONITORS AT WATER PLANT. [WATER PLANT] WTP AMMONIA SYSTEM,,2020-01-01,,,PPM,26.4,0.0,,26.4,1.0,4.223333333333334,7.805833333333333,1004.25,46.375,5.529166666666668,,0.0,0.0,
3,USA,Alaska,FS505,,,,,,,,D20,Plumbing,D2099,General,D2099PPM,Planned Preventive Maintenance,UAF12-0007123,PUB RM 125: INVESTGATE WATER FROM WALL,2-URGENT,2011-09-15,,,PPM,162.0,0.0,0.0,162.0,2.0,9.415416666666667,12.500833333333334,1000.7916666666666,74.45833333333333,0.9041666666666668,53.333333333333336,1.48,0.0,73.75
2,USA,California,85,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,CES19187631,PLUMBING DRAIN STOPPAGE,2-URGENT,2019-10-29 08:44:00,,0.0,UPM,16.96,0.0,,16.96,0.53,13.245416666666666,17.712500000000002,1012.25,36.25,1.7595833333333335,128.125,0.0,0.0,5.0
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0250623,BENNETT HALL 0038 EAST AIR HANDLERS [BENNETT HALL] AH AIR HANDLER 31 E248 PROPERTY 0038 BENNETT HALL,,2017-06-02,,,PPM,18.22,0.0,,18.22,0.5,20.5325,22.625416666666663,1016.0,73.33333333333333,3.695416666666667,,0.0,0.0,
3,USA,Alaska,FS751,,,,,,,,D30,HVAC,D3050,Terminal & Package Units,D3050UNH,Unit Heater,UAF07-0006797,SB: 751A: TROUBLESHOOT NO HEAT,3-EXPEDITED,2006-09-11,,,PPM,1742.0,1213.91,0.0,2955.91,26.0,9.057916666666667,11.913333333333332,1009.75,69.875,0.3666666666666667,21.25,1.29,0.0,51.66666666666666
3,USA,Alaska,FS903,,,,,,,,D20,Plumbing,D2030,Sanitary Waste,D2030PAF,Pipe & Fittings,UAF19-0013704,"ELVEY: 300W1: STRONG SEWER ODOR, WE SUSPECT A DRY TRAP.",3-EXPEDITED,2018-11-16 08:20:32.440,,,UPM,79.0,0.0,0.0,79.0,1.0,-19.36375,-9.451249999999996,1022.875,84.45833333333333,0.4495833333333333,25.0,0.0,0.0,25.58333333333333
11,USA,Oklahoma,54,SCOTT HALL,,,1962.0,,,,D50,Electrical,D5030,Communications & Security,D5030SMD,Smoke Detector,17-0236556,"0054SCOT - SMOKE ALARM KEEPS BEEPING, NEEDS NEW BATTERIES",,2017-02-24,,,UPM,100.18,0.0,,100.18,2.75,9.622500000000004,11.530833333333334,1005.9166666666666,53.5,6.83125,,0.0,0.0,
11,USA,Oklahoma,249,MORSANI-SMITH HALL,,,2001.0,,,,D40,Fire Protection,D4010,Sprinklers,D4010FAC,Fire Alarm Control Panel,21-0437038,"*AFTER HOURS REQUEST JESSICA W/ OSU PD NO# MORSANI SMITH  HALL #106  PRIORITY 2 FIRE ALARM EVENING OPS, RILEY",,2020-10-12,,,UPM,34.49,0.0,,34.49,0.75,20.70833333333333,22.82166666666667,1012.4166666666666,43.54166666666666,5.491666666666666,,0.0,0.0,
2,USA,California,96,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040HUM,Humidifier,BRD_CTR19180109,HVAC: LEAK,2-URGENT,2019-10-02 14:17:00,,0.0,UPM,74.25,0.0,,74.25,2.25,15.85041666666667,20.33208333333333,1012.3333333333334,51.0,2.311666666666667,151.04166666666666,0.0,0.0,2.583333333333333
3,USA,Alaska,FS411,,,,,,,,,Unclassified,,Unclassified,,Unclassified,UAF15-0027415,"LOLA TILLY COMMONS: VARIOUS DEMO WORK._x000D_
_x000D_
**DEFERRED MAINTENANCE**",4-PLANNED,2015-04-23 16:52:48.347,,,,16282.5,3774.64,0.0,20057.14,209.5,2.3858333333333337,4.190416666666667,1014.9583333333334,41.083333333333336,1.5958333333333334,63.75,0.0,0.0,33.125
11,USA,Oklahoma,46,ADVANCED TECHNOLOGY RESEARCH CENTER,,,1997.0,,,,D10,Conveying,D1010,Elevators & Lifts,D1010ELH,Elevator Hydraulic,16-0158658,"ATRC 3RD FLOOR ELEVATOR ON RESEARCH END IS NOT WORKING PROPERLY. THE DOWN BUTTON DOES NOT COME ON, AND ONLY OPENS DOOR WHEN UP BUTTON IS PUSHED",,2015-08-12,,,UPM,78.14,0.0,,78.14,2.0,24.017499999999995,26.592916666666667,1021.7916666666666,59.333333333333336,3.00625,,0.0,0.0,
11,USA,Oklahoma,60,WENTZ HALL,,,1964.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,21-0457924,WENTZ-BUILDING EMERGENCY: WENTZ- 5TH FLOOR - EAST 2ND TOILET WATER RISES WHEN YOU FLUSH IT.  DCD: 4/2/21,,2021-04-02,,,UPM,63.53,0.0,,63.53,1.5,11.194583333333334,14.009166666666667,1026.7083333333333,35.458333333333336,6.0808333333333335,,0.0,0.0,
